date,close,ma_5,ma_20,signal
2023-01-02,302.1187744140625,,,0
2023-01-03,300.5303039550781,,,0
2023-01-04,296.8088684082031,,,0
2023-01-05,302.66339111328125,,,0
2023-01-06,304.1156005859375,301.2473876953125,,0
2023-01-09,306.838623046875,302.191357421875,,0
2023-01-10,302.6179504394531,302.60888671875,,0
2023-01-11,301.1656799316406,303.4802490234375,,0
2023-01-12,299.395751953125,302.82672119140625,,0
2023-01-13,298.39727783203125,301.683056640625,,0
2023-01-16,299.7134094238281,300.2580139160156,,0
2023-01-17,301.5741271972656,300.04924926757815,,0
2023-01-18,303.7525329589844,300.5666198730469,,0
2023-01-19,301.4833679199219,300.98414306640626,,0
2023-01-20,303.70721435546875,302.04613037109374,,0
2023-01-23,306.5663757324219,303.4167236328125,,0
2023-01-24,307.6555480957031,304.6330078125,,0
2023-01-25,307.9278564453125,305.46807250976565,,0
2023-01-27,314.0546569824219,307.9823303222656,,0
2023-01-30,312.9654541015625,309.8339782714844,303.70263824462893,1
2023-01-31,319.8183898925781,312.4843811035156,304.5876190185547,1
2023-02-01,328.03277587890625,316.55982666015626,305.9627426147461,1
2023-02-02,343.644775390625,323.7032104492188,308.3045379638672,1
2023-02-03,345.5054626464844,329.9933715820313,310.44664154052737,1
2023-02-06,348.0016174316406,337.0006042480469,312.6409423828125,1
2023-02-07,338.7886962890625,340.79466552734374,314.2384460449219,1
2023-02-08,340.8763122558594,343.3633728027344,316.1513641357422,1
2023-02-09,339.6963806152344,342.5736938476563,318.07789916992186,1
2023-02-10,337.0641174316406,340.8854248046875,319.96131744384763,1
2023-02-13,339.6510314941406,339.2153076171875,322.0240051269531,1
2023-02-14,350.7699890136719,341.6115661621094,324.5768341064453,1
2023-02-15,352.3834533691406,343.9129943847656,327.11730041503904,1
2023-02-16,352.70611572265625,346.51494140625,329.56497955322266,1
2023-02-17,353.4898681640625,349.8000915527344,332.16530456542966,1
2023-02-20,354.0891418457031,352.6877136230469,334.6844009399414,1
2023-02-21,352.4295654296875,353.01962890625,336.97756042480466,1
2023-02-22,353.9047241210937,353.3238830566406,339.2900192260742,1
2023-02-23,357.3622131347656,354.2551025390625,341.76173706054686,1
2023-02-24,355.0572204589844,354.5685729980469,343.811865234375,1
2023-02-27,352.3834533691406,354.2274353027344,345.7827651977539,1
2023-02-28,347.31256103515625,353.20403442382815,347.1574737548828,1
2023-03-01,349.156494140625,352.2543884277344,348.2136596679687,1
2023-03-02,346.252197265625,350.0323852539062,348.3440307617187,1
2023-03-03,354.9189147949219,350.0047241210938,348.8147033691406,1
2023-03-06,357.8692626953125,351.1018859863281,349.3080856323242,1
2023-03-08,361.7877197265625,353.9969177246094,350.4580368041992,1
2023-03-09,357.2699584960937,355.61961059570314,351.27771911621096,1
2023-03-10,357.7309875488281,357.9153686523438,352.1794494628906,1
2023-03-13,353.7203369140625,357.6756530761719,353.0122604370117,1
2023-03-14,350.0784912109375,356.11749877929685,353.53363342285155,1
2023-03-15,349.8018798828125,353.7203308105469,353.48522796630857,1
2023-03-16,351.6919860839844,352.604736328125,353.4506546020508,-1
2023-03-17,346.252197265625,350.3089782714844,353.1279586791992,-1
2023-03-20,349.24871826171875,349.41465454101564,352.91590118408203,-1
2023-03-21,347.5430603027344,348.907568359375,352.5885971069336,-1
2023-03-22,348.2806091308594,348.6033142089844,352.3811492919922,-1
2023-03-23,350.954345703125,348.4557861328125,352.23363037109374,-1
2023-03-24,349.156494140625,349.0366455078125,351.8233444213867,-1
2023-03-27,350.5395202636719,349.2948059082031,351.5974594116211,-1
2023-03-28,350.1246032714844,349.8111145019531,351.4845169067383,-1
2023-03-29,352.8905639648437,350.73310546874995,351.76341705322267,-1
2023-03-31,353.58203125,351.258642578125,351.9846939086914,-1
2023-04-03,349.34088134765625,351.29552001953124,352.13912811279295,-1
2023-04-05,356.2557678222656,352.43876953125,352.20597076416016,1
2023-04-06,357.1317138671875,353.84019165039064,352.1690933227539,1
2023-04-10,358.238037109375,354.90968627929686,351.9916091918945,1
2023-04-11,365.1068420410156,357.2146484375,352.3834533691406,1
2023-04-12,362.8480224609375,359.91607666015625,352.6393051147461,1
2023-04-13,364.7380981445313,361.6125427246094,353.1901931762696,1
2023-04-17,368.9331359863281,363.9728271484375,354.13292541503904,1
2023-04-18,367.4118347167969,365.8075866699219,355.01342315673827,1
2023-04-19,367.6423645019531,366.3146911621094,355.8109420776367,1
2023-04-20,369.0714416503906,367.559375,356.951904296875,1
2023-04-21,376.4012451171875,369.8920043945312,358.3095306396484,1
2023-04-24,376.8161315917969,371.468603515625,359.77318420410154,1
2023-04-25,379.44378662109375,373.8749938964844,361.33134307861326,1
2023-04-26,380.0891723632813,376.36435546875,362.788084411621,1
2023-04-27,383.5466003417969,379.2593872070312,364.50758972167966,1
2023-04-28,392.3515930175781,382.4494567871094,366.598193359375,1
2023-05-02,391.33740234375,385.3537109375,368.6588333129883,1
2023-05-03,393.8267822265625,388.2303100585938,370.70564422607424,1
2023-05-04,391.4757385253906,390.5076232910157,372.6003295898437,1
2023-05-05,395.3019714355469,392.8586975097657,374.8983840942383,1
2023-05-08,397.7913208007813,393.94664306640624,376.9751617431641,1
2023-05-09,390.7380981445313,393.8267822265625,378.6554809570313,1
2023-05-10,392.1672058105469,393.4948669433594,380.3519393920898,1
2023-05-11,387.6033630371094,392.7203918457032,381.47676544189454,1
2023-05-12,387.6495056152344,391.1898986816406,382.7168395996094,1
2023-05-15,394.426025390625,390.5168395996094,384.2012359619141,1
2023-05-16,390.8764343261719,390.5445068359375,385.2984008789063,1
2023-05-17,394.2416687011719,390.9593994140625,386.639892578125,1
2023-05-18,386.9579772949219,390.830322265625,387.6056732177734,1
2023-05-19,387.0962829589844,390.719677734375,388.5069152832031,1
2023-05-22,391.614013671875,390.157275390625,389.2675537109375,1
2023-05-23,395.6707458496094,391.1161376953125,390.2102844238281,1
2023-05-24,399.681396484375,392.20408325195314,391.2221649169922,1
2023-05-25,406.7346496582031,396.1594177246094,392.5544387817383,1
2023-05-26,408.9934692382813,400.5388549804687,393.8267822265625,1
2023-05-29,414.06439208984375,405.0289306640625,394.9124221801758,1
2023-05-30,421.1316223144531,410.12110595703126,396.4021331787109,1
2023-05-31,417.0129699707031,413.58742065429686,397.561442565918,1
2023-06-01,411.5838623046875,414.55726318359376,398.5668487548828,1
2023-06-02,415.0472717285156,415.7680236816406,399.5541137695312,1
2023-06-05,412.4731140136719,415.4497680664063,400.28820343017577,1
2023-06-06,414.4856262207031,414.1205688476563,401.4755798339844,1
2023-06-07,415.5621337890625,413.8304016113281,402.6453262329102,1
2023-06-08,414.5792541503906,414.4294799804687,403.9941207885742,1
2023-06-09,410.4137878417969,413.502783203125,405.13233489990233,1
2023-06-12,409.0097351074219,412.810107421875,405.8615203857422,1
2023-06-13,416.91937255859375,413.29685668945314,407.1636672973633,1
2023-06-14,416.0769348144531,413.3998168945312,408.2554306030273,1
2023-06-15,419.4467468261719,414.3733154296875,409.87986907958987,1
2023-06-16,424.12701416015625,417.1159606933594,411.7314056396484,1
2023-06-19,424.5950622558594,420.2330261230469,413.3804580688477,1
2023-06-20,423.89300537109375,421.62775268554685,414.79157104492185,1
2023-06-21,418.4638366699219,422.1051330566406,415.7306930541992,1
2023-06-22,419.0255126953125,422.0208862304688,416.34523620605466,1
2023-06-23,416.31097412109375,420.4576782226562,416.7111114501953,1
2023-06-26,417.2002258300781,418.9787109375,416.867903137207,1
2023-06-27,416.6385803222656,417.5278259277344,416.6432510375977,1
2023-06-28,420.6167907714844,417.9584167480469,416.8234420776368,1
2023-06-30,422.722900390625,418.69789428710936,417.3803939819336,1
2023-07-03,433.62799072265625,422.1612976074219,418.30942993164064,1
2023-07-04,436.5297546386719,426.02720336914064,419.51226196289065,1
2023-07-05,444.7202758789063,431.6435424804688,421.0239944458008,1
2023-07-06,443.5970153808594,436.2395874023438,422.4257385253906,1
2023-07-07,438.4486389160156,439.3847351074219,423.6192077636719,1
2023-07-10,436.061767578125,439.8714904785156,424.9016067504882,1
2023-07-11,442.8949279785156,441.1445251464844,426.59586639404296,1
2023-07-12,442.0992431640625,440.6203186035156,427.8548599243164,1
2023-07-13,441.8184509277344,440.2646057128906,429.1419357299805,1
2023-07-14,442.6609497070313,441.10706787109376,430.3026458740234,1
2023-07-17,442.1460876464844,442.3239318847656,431.2035995483399,1
2023-07-18,442.2864990234375,442.20224609375,432.0881713867187,1
2023-07-19,448.23046875,443.4284912109375,433.305044555664,1
2023-07-20,460.6800231933594,447.2008056640625,435.4158538818359,1
2023-07-21,459.0887451171875,450.4863647460937,437.4190155029297,1
2023-07-24,441.21002197265625,450.2991516113281,438.6639678955078,1
2023-07-25,432.73870849609375,448.38959350585935,439.4408920288086,1
2023-07-26,442.052490234375,447.1539978027344,440.7115875244141,1
2023-07-27,435.3128662109375,442.08056640625,441.4463912963867,1
2023-07-28,438.4954528808594,437.9619079589844,442.2350189208984,-1
2023-07-31,435.9213562011719,436.9041748046875,442.3496871948242,-1
2023-08-01,435.078857421875,437.37220458984376,442.2771423339844,-1
2023-08-02,430.679443359375,435.09759521484375,441.5751007080078,-1
2023-08-03,426.8883972167969,433.4127014160157,440.7396697998047,-1
2023-08-04,425.8587036132813,430.8853515625,440.110173034668,-1
2023-08-07,425.8118896484375,428.8634582519532,439.5976791381836,-1
2023-08-08,423.4249877929688,426.5326843261719,438.6241821289062,-1
2023-08-09,429.3221435546875,426.2612243652344,437.9853271484375,-1
2023-08-10,422.8633117675781,425.4562072753906,437.0375701904297,-1
2023-08-11,420.0551452636719,424.2954956054688,435.9072799682617,-1
2023-08-14,420.4764099121094,423.2283996582031,434.823796081543,-1
2023-08-16,421.4592590332031,422.83525390625,433.7824340820313,-1
2023-08-17,412.80072021484375,419.5309692382813,432.0109466552734,-1
2023-08-18,413.4091491699219,417.64013671875,429.6474029541016,-1
2023-08-21,419.1659240722656,417.4622924804688,427.6512619018555,-1
2023-08-22,425.2034606933594,418.40770263671874,426.8509338378906,-1
2023-08-23,421.646484375,418.4451477050781,426.296322631836,-1
2023-08-24,422.0676574707031,420.29853515625,425.29708099365234,-1
2023-08-25,415.0004577636719,420.616796875,424.2814605712891,-1
2023-08-28,413.1751403808594,419.4186401367188,423.01544494628905,-1
2023-08-29,411.9583129882813,416.7696105957031,421.81729278564455,-1
2023-08-30,414.4856262207031,415.3374389648437,420.7876312255859,-1
2023-08-31,411.5838623046875,413.2406799316406,419.8328521728516,-1
2023-09-01,412.8475341796875,412.8100952148437,419.1308090209961,-1
2023-09-04,409.5245666503906,412.07998046875,418.3141021728516,-1
2023-09-05,414.7664489746094,412.6416076660156,417.76183013916017,-1
2023-09-06,418.83831787109375,413.51214599609375,417.5324966430664,-1
2023-09-07,417.3873901367188,414.6728515625,416.935758972168,-1
2023-09-08,414.34521484375,414.9723876953125,416.5098541259766,-1
2023-09-11,418.6042785644531,416.788330078125,416.4373107910157,1
2023-09-12,422.3017272949219,418.2953857421875,416.52857666015626,1
2023-09-13,424.5014343261719,419.4280090332031,416.6806854248047,1
2023-09-14,421.1784362792969,420.1862182617188,417.09957122802734,1
2023-09-15,419.6807861328125,421.2533325195312,417.4131530761719,1
2023-09-18,423.1441345214844,422.1613037109375,417.6120635986328,1
2023-09-20,423.9866027832031,422.49827880859374,417.551220703125,1
2023-09-21,418.8851013183594,421.37501220703126,417.413151550293,1
2023-09-22,414.7664489746094,420.0926147460938,417.0480911254882,1
2023-09-25,414.2984313964844,419.0161437988281,417.0129898071289,1
2023-09-26,414.1580200195313,417.2189208984375,417.0621337890625,1
2023-09-27,420.4295654296875,416.5075134277344,417.4856964111328,-1
2023-09-28,412.5667114257813,415.2438354492188,417.3897506713867,-1
2023-09-29,415.98333740234375,415.4872131347656,417.6097244262695,-1
2023-10-03,411.6306762695313,414.953662109375,417.5488815307617,-1
2023-10-04,408.2140502929688,413.7648681640625,417.4833557128906,-1
2023-10-05,408.1672668457031,411.3124084472656,417.1533966064453,-1
2023-10-06,413.8771667480469,411.5744995117187,416.905339050293,-1
2023-10-09,412.2859191894531,410.8350158691407,416.6502655029297,-1
2023-10-10,415.98333740234375,411.7055480957032,416.7321716308594,-1
2023-10-11,419.5871276855469,413.9801635742188,416.7813140869141,-1
2023-10-12,421.8804931640625,416.7228088378906,416.7602523803711,-1
2023-10-13,419.6807861328125,417.8835327148437,416.5192199707032,1
2023-10-16,420.2424011230469,419.4748291015625,416.4724182128906,1
2023-10-17,424.4546203613281,421.16908569335936,416.7111099243164,1
2023-10-18,422.7697448730469,421.80560913085935,416.6923904418945,1
2023-10-19,421.5996398925781,421.7494384765625,416.57304229736326,1
2023-10-20,410.2733459472656,419.8679504394531,416.14245452880857,1
2023-10-23,408.02685546875,417.4248413085937,415.8054748535157,1
2023-10-25,405.0314636230469,413.5402099609375,415.3421264648438,-1
2023-10-26,406.5759887695313,410.3014587402344,414.96302490234376,-1
2023-10-27,406.0143127441406,407.18439331054685,414.2422622680664,-1
2023-10-30,402.9253845214844,405.7148010253906,413.7601959228516,-1
2023-10-31,401.0064392089844,404.3107177734375,413.0113510131836,-1
2023-11-01,400.7256164550781,403.4495483398438,412.4660980224609,-1
2023-11-02,403.5805969238281,402.8504699707031,412.2344253540039,-1
2023-11-03,405.5462951660156,402.7568664550781,412.1033767700195,-1
2023-11-06,407.5120544433594,403.6742004394531,411.78512115478514,-1
2023-11-07,405.0314636230469,404.4792053222656,411.42239837646486,-1
2023-11-08,409.0097351074219,406.1360290527344,411.07371826171874,-1
2023-11-09,406.6227416992188,406.7444580078125,410.4254989624024,-1
2023-11-10,408.6352844238281,407.362255859375,409.76323852539065,-1
2023-11-13,408.1204528808594,407.483935546875,409.18522186279296,-1
2023-11-15,413.6900024414063,409.2156433105469,408.85760192871095,1
2023-11-16,410.6009826660156,409.53389282226567,408.1649200439453,1
2023-11-17,411.1626281738281,410.4418701171875,407.5845642089844,1
2023-11-20,408.8692932128906,410.488671875,406.948046875,1
2023-11-21,408.3544921875,410.5354797363281,406.8521041870117,1
2023-11-22,411.5838623046875,410.1142517089844,407.0299545288086,1
2023-11-23,412.19232177734375,410.43251953125,407.38799743652345,1
2023-11-24,409.8053283691406,410.1610595703125,407.5494644165039,1
2023-11-28,407.41839599609375,409.8708801269531,407.6196685791016,1
2023-11-29,409.2437438964844,410.04873046875,407.9355865478516,1
2023-11-30,407.9332580566406,409.3186096191406,408.2819274902344,1
2023-12-01,421.0380554199219,411.0877563476562,409.29754943847655,1
2023-12-04,425.0162658691406,414.12994384765625,410.3693328857422,1
2023-12-05,422.8633117675781,417.2189270019532,411.2351837158203,1
2023-12-06,433.62799072265625,422.0957763671875,412.54098052978514,1
2023-12-07,428.8072814941406,426.2705810546875,413.7297714233399,1
2023-12-08,420.4295654296875,426.1488830566406,414.30076293945314,1
2023-12-11,423.5185852050781,425.84934692382814,415.1455551147461,1
2023-12-12,424.12701416015625,426.1020874023437,415.9201416015625,1
2023-12-13,426.513916015625,424.6792724609375,416.8398147583008,1
2023-12-14,430.679443359375,425.0537048339844,417.6892868041992,1
2023-12-15,428.9009094238281,426.7479736328125,418.60428314208986,1
2023-12-18,422.7697448730469,426.5982055664063,419.1846389770508,1
2023-12-19,426.9351806640625,427.1598388671875,420.0879333496094,1
2023-12-20,422.1613159179688,426.28931884765626,420.7782745361328,1
2023-12-21,422.58251953125,424.66993408203126,421.3282073974609,1
2023-12-22,426.0927429199219,424.10830078125,422.02322845458986,1
