date,close,ma_5,ma_20,signal
2023-01-02,880.6473388671875,,,0
2023-01-03,879.5739135742188,,,0
2023-01-04,877.3782348632812,,,0
2023-01-05,857.9102783203125,,,0
2023-01-06,849.0789184570312,868.9177368164062,,0
2023-01-09,852.2503662109375,863.2383422851562,,0
2023-01-10,840.5402221679688,855.4316040039063,,0
2023-01-11,845.3706665039062,849.0300903320312,,0
2023-01-12,839.857177734375,845.4194702148437,,0
2023-01-13,852.3479614257812,846.0732788085937,,0
2023-01-16,844.3460693359375,844.4924194335938,,0
2023-01-17,844.2484741210938,845.2340698242188,,0
2023-01-18,848.493408203125,845.8586181640625,,0
2023-01-19,845.224365234375,846.9320556640625,,0
2023-01-20,849.3228759765625,846.3270385742187,,0
2023-01-23,850.6402587890625,847.5858764648438,,0
2023-01-24,849.7131958007812,848.6788208007813,,0
2023-01-25,834.6364135742188,845.907421875,,0
2023-01-27,797.4569702148438,836.3539428710938,,0
2023-01-30,803.6046752929688,827.210302734375,847.1320892333985,-1
2023-01-31,811.8018188476562,819.4426147460938,843.6898132324219,-1
2023-02-01,827.4640502929688,814.9927856445313,841.0843200683594,-1
2023-02-02,837.1736450195312,815.5002319335938,839.0740905761719,-1
2023-02-03,842.9310913085938,824.5950561523438,838.3251312255859,-1
2023-02-06,833.0751342773438,830.4891479492187,837.5249420166016,-1
2023-02-07,832.1480712890625,834.5583984375,836.5198272705078,-1
2023-02-08,838.3446044921875,836.7345092773437,836.4100463867187,1
2023-02-09,840.0036010742188,837.3005004882813,836.1416931152344,1
2023-02-10,833.221435546875,835.3585693359375,835.8099060058594,-1
2023-02-13,830.0988159179688,834.7633056640625,834.6974487304688,1
2023-02-14,844.3948364257812,837.2126586914062,834.6998870849609,1
2023-02-15,849.7620239257812,839.496142578125,834.9755645751953,1
2023-02-16,848.4446411132812,841.1843505859375,834.9731262207031,1
2023-02-17,841.8088989257812,842.9018432617188,834.8023529052734,1
2023-02-20,831.5137939453125,843.1848388671875,833.911898803711,1
2023-02-21,833.56298828125,841.0184692382812,833.0580352783203,1
2023-02-22,818.9742431640625,834.8609130859375,831.5210876464844,1
2023-02-23,819.462158203125,829.0644165039063,830.7623748779297,-1
2023-02-24,819.413330078125,824.585302734375,831.8601928710938,-1
2023-02-27,835.7099609375,825.4245361328125,833.4654571533204,-1
2023-02-28,834.1973266601562,825.5514038085937,834.5852325439453,-1
2023-03-01,835.6123046875,828.8790161132813,834.9926452636719,-1
2023-03-02,833.3678588867188,831.66015625,834.8023559570313,-1
2023-03-03,847.56640625,837.290771484375,835.0341217041016,1
2023-03-06,846.78564453125,839.505908203125,835.7196472167968,1
2023-03-08,851.0305786132812,842.87255859375,836.6637725830078,1
2023-03-09,835.2708129882812,842.8042602539062,836.5100830078125,1
2023-03-10,822.2920532226562,840.5890991210938,835.6245056152344,1
2023-03-13,808.3863525390625,832.7530883789062,834.3827514648438,-1
2023-03-14,810.2892456054688,825.45380859375,833.3922729492188,-1
2023-03-15,805.94677734375,816.4370483398437,831.4698699951172,-1
2023-03-16,803.9951171875,810.1819091796875,829.1815246582031,-1
2023-03-17,816.0466918945312,808.9328369140625,827.5616271972656,-1
2023-03-20,816.2418823242188,810.5039428710937,826.2832763671875,-1
2023-03-21,831.8065185546875,814.8073974609375,826.2979125976562,-1
2023-03-22,839.4180908203125,821.50166015625,826.5906677246094,-1
2023-03-23,834.7828369140625,827.6592041015625,827.3810974121094,1
2023-03-24,831.8065185546875,830.8111694335937,827.9983154296875,1
2023-03-27,828.1959228515625,833.2019775390625,828.4374450683594,1
2023-03-28,834.0997314453125,833.6606201171875,828.35693359375,1
2023-03-29,830.4403076171875,831.8650634765625,828.1690826416016,1
2023-03-31,856.05615234375,836.1197265625,829.191275024414,1
2023-04-03,862.4479370117188,842.2480102539063,830.6452789306641,1
2023-04-05,863.228515625,849.2545288085937,831.4283843994141,1
2023-04-06,853.8605346679688,853.206689453125,831.78212890625,1
2023-04-10,847.4688110351562,856.6123901367188,831.6040405273437,1
2023-04-11,860.5938720703125,857.5199340820312,832.8701934814453,1
2023-04-12,868.64453125,858.7592529296875,835.1878173828125,1
2023-04-13,877.2806396484375,861.569677734375,838.6325317382813,1
2023-04-17,879.525146484375,866.7026000976563,842.0943267822265,1
2023-04-18,875.1826171875,872.245361328125,845.556118774414,1
2023-04-19,870.3522338867188,874.1970336914062,848.873974609375,1
2023-04-20,872.7918701171875,875.0265014648437,851.7112335205078,1
2023-04-21,864.2532348632812,872.4210205078125,854.1118011474609,1
2023-04-24,882.8917846679688,873.0943481445313,856.666064453125,1
2023-04-25,891.3816528320312,876.3341552734375,859.2642425537109,1
2023-04-26,892.8453369140625,880.8327758789062,862.167367553711,1
2023-04-27,896.1631469726562,885.50703125,865.3851989746094,1
2023-04-28,895.4801025390625,891.7524047851563,868.7494079589844,1
2023-05-02,899.8225708007812,895.1385620117187,872.0355499267578,1
2023-05-03,900.5545043945312,896.9731323242188,875.541259765625,1
2023-05-04,899.4323120117188,898.29052734375,877.7100677490234,1
2023-05-05,904.5554809570312,899.968994140625,879.8154449462891,1
2023-05-08,915.2409057617188,903.9211547851562,882.416064453125,1
2023-05-09,911.8255004882812,906.3217407226564,885.3143127441406,1
2023-05-10,913.435546875,908.89794921875,888.6126495361328,1
2023-05-11,916.509521484375,912.3133911132812,891.4084320068359,1
2023-05-12,921.0958862304688,915.6214721679688,894.0309997558594,1
2023-05-15,922.9012451171876,917.1535400390624,896.3120300292969,1
2023-05-16,923.4867553710938,919.485791015625,898.5101104736328,1
2023-05-17,916.6558227539062,920.1298461914064,900.5837707519531,1
