Date,Close,High,Low,Open,Volume
,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS
2023-01-02,1044.3560791015625,1055.1317326747233,1037.4324103936713,1053.4251887447965,895053
2023-01-03,1049.18310546875,1054.107631649551,1039.9190109657488,1043.478397398395,952230
2023-01-04,1040.4066162109375,1055.082821116751,1037.5297995934063,1052.1573175295268,1369415
2023-01-05,1061.323974609375,1066.0535151809677,1040.894254441801,1048.305506774911,1605744
2023-01-06,1049.6219482421875,1065.9560106120834,1046.8427435273586,1061.3239630743517,824772
2023-01-09,1060.4462890625,1069.7103841458988,1050.15833910384,1054.887879628081,893437
2023-01-10,1051.91357421875,1063.1768111661465,1048.1592015826348,1059.5199315129726,594426
2023-01-11,1021.5858154296875,1057.0331429547184,1017.1000671293515,1051.913511744336,2168577
2023-01-12,1034.7994384765625,1037.6761361592253,1017.2464163175487,1026.6568103383856,1188988
2023-01-13,1041.235595703125,1044.014800598431,1027.095660196035,1037.5787158306016,1089004
2023-01-16,1033.2879638671875,1048.0129765013278,1024.9015430789207,1043.917318616541,825308
2023-01-17,1042.552001953125,1044.5023377977811,1027.193107176458,1036.40851546589,762941
2023-01-18,1036.9935302734375,1045.3799500951227,1033.0440528090455,1042.3569535248585,1299797
2023-01-19,1038.407470703125,1043.0395180327273,1032.2639846157113,1037.0910179014681,376954
2023-01-20,1027.2906494140625,1040.5042230107504,1024.3651455068157,1040.5042230107504,954230
2023-01-23,1036.1646728515625,1037.822410622891,1024.6088383054257,1027.2418629904766,750581
2023-01-24,1035.774658203125,1048.2080495212442,1028.8509895906502,1038.5538630428935,712627
2023-01-25,1009.5425415039062,1041.723081344166,994.6712314262104,1038.456292774252,2226483
2023-01-27,1021.2445678710938,1046.3063349074553,997.8405386241076,997.8405386241076,2947920
2023-01-30,1008.7137451171875,1030.7525168445582,1002.9602304395723,1030.7525168445582,2118395
2023-01-31,992.6721801757812,1017.1001242767984,982.4816636710204,1017.1001242767984,2705095
2023-02-01,1006.4220581054688,1010.1764306354199,989.8928911170937,993.6960696566608,1598213
2023-02-02,999.8397216796875,1007.1534811212954,992.0383187557792,1000.6197845966936,1291262
2023-02-03,996.9141235351562,1002.2776064577082,985.4071543198389,996.6215850716233,1617105
2023-02-06,1004.2279663085938,1007.9335329615203,985.065892974354,994.671273127629,979035
2023-02-07,1005.690673828125,1009.1524483496735,995.9389355903576,1004.2279220203884,965322
2023-02-08,1013.2969360351562,1015.3447648071464,993.8423841426757,1009.2987714728804,746863
2023-02-09,996.134033203125,1018.6603884134173,994.6712813188326,999.8397189256203,1331902
2023-02-10,1007.5433959960938,1011.1027825305608,989.844134861551,995.6463955938428,1106858
2023-02-13,996.5728149414062,1014.7596599740041,993.6960578259349,1010.273911587506,1042379
2023-02-14,1002.8139038085938,1006.8120684611589,992.3308486990724,1001.2048529374614,759416
2023-02-15,1005.203125,1007.7872247193496,990.8680853600866,1001.3511403483308,662924
2023-02-16,1009.7863159179688,1012.2242355604553,1002.813841932648,1006.1294364542388,667265
2023-02-17,1000.2784423828125,1010.0301210801833,995.7926939898312,1009.7863291127491,1509783
2023-02-20,940.0618286132812,973.2175362614676,931.5291097332333,973.2175362614676,5829572
2023-02-21,941.9634399414062,954.7868620470662,939.5742666951007,945.7178125287974,2042234
2023-02-22,938.6478881835938,948.6433595626357,935.2348003956282,942.5973064343341,1602953
2023-02-23,936.4537353515625,943.4262097403127,932.2605252277696,941.0370364485331,1216409
2023-02-24,937.91650390625,942.0122211193701,931.2853738809507,937.2338744508088,1585383
2023-02-27,926.6045532226562,944.5476069239752,925.0930548770938,941.6221032153283,1377270
2023-02-28,883.8922119140625,922.4113441186046,880.6741102155311,922.4113441186046,5380673
2023-03-01,877.2610473632812,887.6466096414924,873.7504666177173,885.2574363054292,3496231
2023-03-02,864.4375610351562,880.5765772074233,862.5359718050563,879.552662858761,1887367
2023-03-03,856.8313598632812,869.8498284430419,855.2223089064437,868.8746604739354,1892639
2023-03-06,859.025390625,863.5598854567078,847.4696157865027,863.0235550382722,4090356
2023-03-08,855.466064453125,861.853402474746,849.4687578908124,861.7559094898006,2933956
2023-03-09,859.8543090820312,874.5793207912479,855.2222614856155,855.4660534643742,6176157
2023-03-10,859.3179321289062,862.6334671488822,849.6637464847064,857.3188499151744,1718841
2023-03-13,853.0768432617188,867.0217319395109,850.4926841103911,860.6831407660123,1697362
2023-03-14,850.3951416015625,861.7558712614893,832.6470742033632,851.3215629955541,2444217
2023-03-15,856.1486206054688,861.4632972595565,850.9314369279793,853.2718635615569,1286900
2023-03-16,861.5120849609375,867.8994227412519,854.9784481892052,859.1229117247674,2023997
2023-03-17,852.3455200195312,866.3392155711895,848.3961017943938,865.3152416258159,2205087
2023-03-20,845.1780395507812,855.1247641372734,840.399692983689,852.3454998818939,997827
2023-03-21,840.93603515625,850.736520404606,839.2294912898534,845.275544320421,888443
2023-03-22,841.9599609375,844.4953735861851,830.843023435831,842.5450378504203,1622488
