Date,Close,High,Low,Open,Volume,Daily_Return,MA_5,MA_20
2023-01-02,188.11331176757807,188.52012379688975,186.89289028532403,188.08938766231077,5559512.0,0.00012719540195564125,,
2023-01-03,190.0277099609375,190.3627350729801,187.46721722652455,188.11331413367932,5994422.0,0.010176822603304648,,
2023-01-04,186.5100250244141,190.24309115961316,185.98356323466,190.24309115961316,8926522.0,-0.019622610799921454,,
2023-01-05,185.16993713378903,187.70652041849823,183.6623533111336,186.6535968504029,9568980.0,-0.007948733598758159,,
2023-01-06,182.82481384277344,186.0792811264976,182.5376515281667,185.21780878835943,8484754.0,-0.012919896640826645,186.52915954589844,
2023-01-09,187.51507568359372,188.08940030542504,184.3084712611343,184.73920742466683,7347432.0,0.015025875111317874,186.40951232910155,
2023-01-10,188.11331176757807,188.52012379688975,185.38530651145695,187.61078871151608,7879496.0,0.002678540288185157,186.0266326904297,
2023-01-11,188.4962158203125,189.5252007314301,187.3715052685729,188.089403756192,7656600.0,0.002162865403347288,186.42387084960936,
2023-01-12,188.8072967529297,190.4345303564067,186.89290084161988,189.405545475214,9510500.0,-0.003158559696778322,187.1513427734375,
2023-01-13,188.52012634277344,189.8123493696424,184.9784969802008,189.52518707415132,13621860.0,-0.0053030457159483155,188.2904052734375,
2023-01-16,190.76954650878903,191.9181810804034,186.17499361665068,186.6535925719634,23867444.0,0.02205129770132202,188.94129943847656,
2023-01-17,189.69271850585935,192.4207240702736,188.44835817203136,191.46352606051084,14310032.0,-0.009248798406083072,189.25718078613278,
2023-01-18,192.9711151123047,193.28220152902924,190.48239456714464,190.7216940578069,16080426.0,0.011794258988786027,190.15216064453122,
2023-01-19,193.06683349609372,193.3539958169584,190.841351069337,192.4446606389557,9447456.0,0.003232996203024205,191.00406799316403,
2023-01-20,192.9471740722656,194.02402176725545,192.06176304635983,193.1386107413497,9265614.0,-0.0009911879781535921,191.88947753906248,
2023-01-23,194.789794921875,195.1487441754165,192.63609940062577,193.9283225556483,8815290.0,0.004442220480608266,192.6935272216797,
2023-01-24,195.07765197753903,196.8048549466405,194.3819683266775,195.94124614126167,9552640.0,-0.004407413858642297,193.77051391601563,
