Date,Close,High,Low,Open,Volume,Daily_Return,MA_5,MA_20
2023-01-02,2450.322021484375,2471.0575721113228,2430.8318338254257,2465.167234423218,681703.0,-0.006021990204780683,,
2023-01-03,2434.6630859375,2453.770266658356,2427.9108610378344,2442.325132047284,821843.0,-0.0031371933282942507,,
2023-01-04,2428.96435546875,2450.322120791148,2420.2966195071126,2442.75594419489,1672649.0,-0.005645913485100839,,
2023-01-05,2474.553466796875,2482.454951677817,2430.305198229019,2430.3531327815936,2008493.0,0.018186794922552332,,
2023-01-06,2467.60986328125,2501.562259338767,2466.125295038382,2471.009943107923,991782.0,-0.0013759879178780123,2451.22255859375,
2023-01-09,2513.198974609375,2518.370762029879,2461.432230543996,2479.964897483789,1267078.0,0.013401027232000597,2463.79794921875,
2023-01-10,2532.16259765625,2541.2612771536465,2504.627120229919,2513.198987306786,1413088.0,0.007545606394576009,2483.2978515625,
2023-01-11,2483.7001953125,2535.9937548277453,2478.767846538949,2532.306301515955,1471687.0,-0.019194402420574953,2494.24501953125,
2023-01-12,2480.635498046875,2492.655380303341,2464.066275664316,2476.8524093390183,1703829.0,0.0015273775270550924,2495.46142578125,
2023-01-13,2513.151123046875,2527.756898438058,2458.223736487556,2480.7789314800148,1348015.0,0.013049204488183565,2504.569677734375,
2023-01-16,2487.387451171875,2516.93407456714,2474.8407578239025,2516.93407456714,930068.0,-0.011739132817909271,2499.407373046875,
2023-01-17,2554.861083984375,2561.996316680372,2491.88865115382,2495.3843656812705,1892865.0,0.023834692210579187,2503.9470703125,
2023-01-18,2572.7236328125,2579.7152970527623,2547.6304771339696,2555.292523681741,2038075.0,0.006821570904001164,2521.7517578125,
2023-01-19,2537.813232421875,2566.1149608621918,2501.56208469832,2557.30365495725,1649842.0,-0.007621473694605359,2533.1873046875,
2023-01-20,2441.07958984375,2494.953342439615,2428.916140467516,2442.27678434588,4569549.0,-0.0004901960784312605,2518.772998046875,
2023-01-23,2486.717041015625,2493.996078554534,2444.1927774466863,2451.85482377097,1388360.0,0.014218711853027465,2518.638916015625,
2023-01-24,2490.6435546875,2499.742233314507,2471.7758152474357,2493.9956994448185,1462462.0,-0.0013440860215054372,2505.79541015625,
2023-01-25,2511.570556640625,2530.390361140236,2484.41809114223,2490.64350270446,1591810.0,0.008402267893193654,2493.564794921875,
2023-01-27,2501.8017578125,2534.748698134109,2469.285994669184,2524.1654496163605,1581382.0,-0.008859835953803873,2486.3625,
2023-01-30,2459.660400390625,2499.742573111001,2423.3136154895446,2499.742573111001,2744039.0,-0.016034520174808515,2490.078662109375,2491.1609741210937
2023-01-31,2467.896728515625,2480.778494498264,2433.8484703603904,2459.5163670624333,2366794.0,0.0034073208722741233,2486.314599609375,2492.0397094726563
2023-02-01,2465.50244140625,2493.0379158902474,2439.260030559282,2490.356153349003,2014615.0,-0.009979982947149893,2481.286376953125,2493.581677246094
2023-02-02,2523.542724609375,2528.2356340549127,2454.727883353629,2460.953295465138,1980667.0,0.025433001617532532,2483.680810546875,2498.310595703125
2023-02-03,2536.85546875,2545.1878967663206,2519.998874511287,2528.4751061821617,1638238.0,0.0033143939393938376,2490.691552734375,2501.4256958007813
2023-02-06,2526.176513671875,2533.263812281265,2489.925367099516,2519.855232556525,1697446.0,0.0025085889989547444,2503.994775390625,2504.3540283203124
2023-02-07,2491.314208984375,2533.790770008099,2485.6635435928188,2533.263957580425,1495745.0,-0.016559564774338474,2508.678271484375,2503.2597900390624
2023-02-08,2473.691650390625,2497.3481711525187,2469.429683978046,2483.17333898612,1061956.0,-0.0038183756432269515,2510.31611328125,2500.3362426757812
