ticker,volatility
ONGC.NS,0.016513440883383277
TATASTEEL.NS,0.015371932965036791
TATAMOTORS.NS,0.015333581443323968
WIPRO.NS,0.013526090953623896
CIPLA.NS,0.01304345147057764
MARUTI.NS,0.01201904187868746
SUNPHARMA.NS,0.011626056728988265
INFY.NS,0.011472894563463856
TCS.NS,0.011384112338756858
RELIANCE.NS,0.011334446181323968
HINDUNILVR.NS,0.011032324527287729
ITC.NS,0.010913419062211903
KOTAKBANK.NS,0.010652193570410149
HDFCBANK.NS,0.010217316644083744
ICICIBANK.NS,0.009951822233820877
